ticker,company name,short name,industry,exchange,market cap,sector
NEXA,Nexa Resources S.A.,Nexa Resources S.A.,Metals & Mining,New York Stock Exchange,1185552313,Basic Materials
NFC,New Frontier Corporation Class A,New Frontier,Conglomerates,New York Stock Exchange,397341750,Industrials
NFG,National Fuel Gas Company,National Fuel Gas Company,Oil & Gas - E&P,New York Stock Exchange,5022272649,Energy
NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,Asset Management,New York Stock Exchange,1136196948,Financial Services
NFX,Newfield Exploration Company,Newfield Exploration Company,Oil & Gas - E&P,New York Stock Exchange,3719663500,Energy
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,National Grid Transco PLC PLC (NEW) American Depositary Shares,Utilities - Regulated,New York Stock Exchange,37327019838,Utilities
NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,NGL ENERGY PARTNERS representing Limited Partner Interests,Oil & Gas - Refining & Marketing,New York Stock Exchange,1389616618,Energy
NGS,Natural Gas Services Group Inc.,Natural Gas Services,Oil & Gas - Services,New York Stock Exchange,226926764,Energy
NGVC,Natural Grocers by Vitamin Cottage Inc.,Natural Grocers by Vitamin Cottage,Retail - Defensive,New York Stock Exchange,313152172,Consumer Defensive
NGVT,Ingevity Corporation,Ingevity,Chemicals,New York Stock Exchange,4072430864,Basic Materials
NHA,Nuveen Municipal 2021 Target Term Fund Fund,Nuveen Municipal 2021 Target Term Fund Fund,Asset Management,New York Stock Exchange,83579938,Financial Services
NHF,NexPoint Strategic Opportunities Fund,NexPoint Strategic Opportunities Fund,Asset Management,New York Stock Exchange,496605892,Financial Services
NHI,National Health Investors Inc.,National Health Investors,REITs,New York Stock Exchange,3481511356,Real Estate
NI,NiSource Inc,NiSource,Utilities - Regulated,New York Stock Exchange,9760319065,Utilities
NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,Asset Management,New York Stock Exchange,600443648,Financial Services
NIE,AllianzGI Equity & Convertible Income Fund,AllianzGI Equity & Convertible Income Fund,Asset Management,New York Stock Exchange,574268300,Financial Services
NIM,Nuveen Select Maturities Municipal Fund,Nuveen Select Maturities Municipal Fund,Asset Management,New York Stock Exchange,122711279,Financial Services
NINE,Nine Energy Service Inc.,Nine Energy Service,Oil & Gas - Services,New York Stock Exchange,766599779,Energy
NIO,NIO Inc. American depositary shares each representing one Class A,NIO American depositary shares each representing one,Autos,New York Stock Exchange,7900277354,Consumer Cyclical
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Asset Management,New York Stock Exchange,166595672,Financial Services
NJR,NewJersey Resources Corporation,NewJersey Resources,Utilities - Regulated,New York Stock Exchange,4273975726,Utilities
NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange,19855874,Financial Services
NKE,Nike Inc.,Nike,Manufacturing - Apparel & Furniture,New York Stock Exchange,1.30358E+11,Consumer Cyclical
NKG,Nuveen Georgia Quality Municipal Income Fund,Nuveen Georgia Quality Municipal Income Fund,Asset Management,New York Stock Exchange,118466859,Financial Services
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Nuveen California AMT-Free Quality Municipal Income Fund,Asset Management,New York Stock Exchange,629963622,Financial Services
NL,NL Industries Inc.,NL Industries,Industrial Distribution,New York Stock Exchange,193448111,Industrials
NLS,Nautilus Inc.,Nautilus,Travel & Leisure,New York Stock Exchange,231445627,Consumer Cyclical
NLSN,Nielsen N.V.,Nielsen N.V.,Business Services,New York Stock Exchange,9131945907,Industrials
NLY,Annaly Capital Management Inc,Annaly Capital Management,REITs,New York Stock Exchange,14534754063,Real Estate
NM,Navios Maritime Holdings Inc.,Navios Maritime,Transportation & Logistics,New York Stock Exchange,3148834,Industrials
NMFC,New Mountain Finance Corporation,New Mountain Finance,Asset Management,New York Stock Exchange,1065489208,Financial Services
NMI,Nuveen Municipal Income Fund Inc.,Nuveen Municipal Income Fund,Asset Management,New York Stock Exchange,92867209,Financial Services
NMM,Navios Maritime Partners LP Representing Limited Partner Interests,Navios Maritime Partners Representing Limited Partner Interests,Transportation & Logistics,New York Stock Exchange,170941559,Industrials
NMR,Nomura Holdings Inc ADR American Depositary Shares,Nomura American Depositary Shares,Brokers & Exchanges,New York Stock Exchange,13098541342,Financial Services
NMS,Nuveen Minnesota Quality Municipal Income Fund,Nuveen Minnesota Quality Municipal Income Fund,Asset Management,New York Stock Exchange,72619143,Financial Services
NMT,Nuveen Massachusetts Quality Municipal Income Fund,Nuveen Massachusetts Quality Municipal Income Fund,Asset Management,New York Stock Exchange,116630717,Financial Services
NMY,Nuveen Maryland Quality Municipal Income Fund,Nuveen Maryland Quality Municipal Income Fund,Asset Management,New York Stock Exchange,283705884,Financial Services
NMZ,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,Asset Management,New York Stock Exchange,799064319,Financial Services
NNA,Navios Maritime Acquisition Corporation,Navios Maritime Acquisition,Transportation & Logistics,New York Stock Exchange,74918813,Industrials
NNC,Nuveen North Carolina Quality Municipal Income Fund,Nuveen North Carolina Quality Municipal Income Fund,Asset Management,New York Stock Exchange,199705901,Financial Services
NNI,Nelnet Inc.,Nelnet,Credit Services,New York Stock Exchange,2141397635,Financial Services
NNN,National Retail Properties,National Retail Properties,REITs,New York Stock Exchange,8434471675,Real Estate
NNY,Nuveen New York Municipal Value Fund Inc.,Nuveen New York Municipal Value Fund,Asset Management,New York Stock Exchange,143664113,Financial Services
NOA,North American Construction Group Ltd. (no par),North American Construction (no par),Oil & Gas - Services,New York Stock Exchange,270595184,Energy
NOAH,Noah Holdings Limited,Noah Limited,Asset Management,New York Stock Exchange,2718481334,Financial Services
NOC,Northrop Grumman Corporation,Northrop Grumman,Aerospace & Defense,New York Stock Exchange,47015592064,Industrials
NOK,Nokia Corporation Sponsored American Depositary Shares,Nokia Sponsored American Depositary Shares,Communication Equipment,New York Stock Exchange,33831788276,Technology
NOM,Nuveen Missouri Quality Municipal Income Fund,Nuveen Missouri Quality Municipal Income Fund,Asset Management,New York Stock Exchange,29001787,Financial Services
NOMD,Nomad Foods Limited,Nomad Foods Limited,Consumer Packaged Goods,New York Stock Exchange,3275583304,Consumer Defensive
NOV,National Oilwell Varco Inc.,National Oilwell Varco,Oil & Gas - Services,New York Stock Exchange,11575752917,Energy
NOW,ServiceNow Inc.,ServiceNow,Application Software,New York Stock Exchange,41031012000,Technology
NP,Neenah Inc.,Neenah,Forest Products,New York Stock Exchange,1188583946,Basic Materials
NPK,National Presto Industries Inc.,National Presto Industries,Aerospace & Defense,New York Stock Exchange,830432927,Industrials
NPN,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange,16241363,Financial Services
NPO,EnPro Industries Inc,EnPro Industries,Industrial Products,New York Stock Exchange,1392023360,Industrials
NPTN,NeoPhotonics Corporation,NeoPhotonics,Semiconductors,New York Stock Exchange,347211549,Technology
NPV,Nuveen Virginia Quality Municipal Income Fund,Nuveen Virginia Quality Municipal Income Fund,Asset Management,New York Stock Exchange,216187322,Financial Services
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,Nuveen Pennsylvania Quality Municipal Income Fund,Asset Management,New York Stock Exchange,477852673,Financial Services
NR,Newpark Resources Inc.,Newpark Resources,Oil & Gas - Services,New York Stock Exchange,780946108,Energy
NRE,NorthStar Realty Europe Corp.,NorthStar Realty Europe,REITs,New York Stock Exchange,833943879,Real Estate
NRG,NRG Energy Inc.,NRG Energy,Utilities - Independent Power Producers,New York Stock Exchange,11898728185,Utilities
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Nuveen New York AMT-Free Quality Municipal Income Fund,Asset Management,New York Stock Exchange,1061295259,Financial Services
NRP,Natural Resource Partners LP Limited Partnership,Natural Resource Partners Limited Partnership,Coal,New York Stock Exchange,472937430,Basic Materials
NRT,North European Oil Royality Trust,North European Oil Royality Trust,Oil & Gas - Services,New York Stock Exchange,62955542,Energy
NRZ,New Residential Investment Corp.,New Residential Investment,REITs,New York Stock Exchange,5787727065,Real Estate
NS,Nustar Energy L.P.,Nustar Energy,Oil & Gas - Midstream,New York Stock Exchange,2848479052,Energy
NSA,National Storage Affiliates Trust of Beneficial Interest,National Storage Affiliates Trust of Beneficial Interest,REITs,New York Stock Exchange,1612276094,Real Estate
NSC,Norfolk Southern Corporation,Norfolk Southern,Transportation & Logistics,New York Stock Exchange,45308641768,Industrials
NSL,Nuveen Senior Income Fund,Nuveen Senior Income Fund,Asset Management,New York Stock Exchange,221882655,Financial Services
NSP,Insperity Inc.,Insperity,Employment Services,New York Stock Exchange,4514232718,Industrials
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,Bank of N.T. Butterfield & Son Limited (The) Voting,Banks,New York Stock Exchange,1950693793,Financial Services
NTC,Nuveen Connecticut Quality Municipal Income Fund,Nuveen Connecticut Quality Municipal Income Fund,Asset Management,New York Stock Exchange,168425045,Financial Services
NTG,Tortoise Midstream Energy Fund Inc.,Tortoise Midstream Energy Fund,Asset Management,New York Stock Exchange,681653875,Financial Services
NTP,Nam Tai Property Inc.,Nam Tai Property,Real Estate Services,New York Stock Exchange,334426320,Real Estate
NTR,Nutrien Ltd.,Nutrien,Agriculture,New York Stock Exchange,31805088248,Basic Materials
NTX,Nuveen Texas Quality Municipal Income Fund,Nuveen Texas Quality Municipal Income Fund,Asset Management,New York Stock Exchange,127826553,Financial Services
NTZ,Natuzzi S.p.A.,Natuzzi S.p.A.,Manufacturing - Apparel & Furniture,New York Stock Exchange,66372184,Consumer Cyclical
NUE,Nucor Corporation,Nucor,Steel,New York Stock Exchange,18723560570,Basic Materials
NUM,Nuveen Michigan Quality Municipal Income Fund,Nuveen Michigan Quality Municipal Income Fund,Asset Management,New York Stock Exchange,260769543,Financial Services
NUO,Nuveen Ohio Quality Municipal Income Fund,Nuveen Ohio Quality Municipal Income Fund,Asset Management,New York Stock Exchange,258487688,Financial Services
NUS,Nu Skin Enterprises Inc.,Nu Skin Enterprises,Consumer Packaged Goods,New York Stock Exchange,3717080607,Consumer Defensive
NUV,Nuveen Municipal Value Fund Inc.,Nuveen Municipal Value Fund,Asset Management,New York Stock Exchange,1977729292,Financial Services
NUW,Nuveen AMT-Free Municipal Value Fund,Nuveen AMT-Free Municipal Value Fund,Asset Management,New York Stock Exchange,243306317,Financial Services
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund,Asset Management,New York Stock Exchange,2918787217,Financial Services
NVGS,Navigator Holdings Ltd. (Marshall Islands),Navigator (Marshall Islands),Transportation & Logistics,New York Stock Exchange,569642271,Industrials
NVO,Novo Nordisk A/S,Novo Nordisk A/S,Biotechnology,New York Stock Exchange,1.17045E+11,Healthcare
NVR,NVR Inc.,NVR,Homebuilding & Construction,New York Stock Exchange,9426153553,Consumer Cyclical
NVRO,Nevro Corp.,Nevro,Medical Devices,New York Stock Exchange,1465286211,Healthcare
NVS,Novartis AG,Novartis AG,Drug Manufacturers,New York Stock Exchange,2.05579E+11,Healthcare
NVT,nVent Electric plc,nVent Electric plc,Computer Hardware,New York Stock Exchange,4532300583,Technology
NVTA,Invitae Corporation,Invitae,Medical Diagnostics & Research,New York Stock Exchange,1028123265,Healthcare
NWE,NorthWestern Corporation,NorthWestern,Utilities - Regulated,New York Stock Exchange,3212495577,Utilities
NWHM,The New Home Company Inc.,The New Home Company,Homebuilding & Construction,New York Stock Exchange,142046943,Consumer Cyclical
NWN,Northwest Natural Holding Company,Northwest Natural Holding Company,Utilities - Regulated,New York Stock Exchange,1768323230,Utilities
NX,Quanex Building Products Corporation,Quanex Building Products,Building Materials,New York Stock Exchange,523954905,Basic Materials
NXC,Nuveen California Select Tax-Free Income Portfolio,Nuveen California Select Tax-Free Income Portfolio,Asset Management,New York Stock Exchange,87629062,Financial Services
NXJ,Nuveen New Jersey Qualified Municipal Fund,Nuveen New Jersey Qualified Municipal Fund,Asset Management,New York Stock Exchange,552429437,Financial Services
NXN,Nuveen New York Select Tax-Free Income Portfolio,Nuveen New York Select Tax-Free Income Portfolio,Asset Management,New York Stock Exchange,51494622,Financial Services
NXP,Nuveen Select Tax Free Income Portfolio,Nuveen Select Tax Free Income Portfolio,Asset Management,New York Stock Exchange,240600901,Financial Services
NXQ,Nuveen Select Tax Free Income Portfolio II,Nuveen Select Tax Free Income Portfolio II,Asset Management,New York Stock Exchange,243918021,Financial Services
NXR,Nuveen Select Tax Free Income Portfolio III,Nuveen Select Tax Free Income Portfolio III,Asset Management,New York Stock Exchange,191900188,Financial Services
NXRT,NexPoint Residential Trust Inc.,NexPoint Residential Trust,REITs,New York Stock Exchange,882646291,Real Estate
NYCB,New York Community Bancorp Inc.,New York Community Bancorp,Banks,New York Stock Exchange,5599570342,Financial Services
NYT,New York Times Company (The),New York Times Company (The),Publishing,New York Stock Exchange,4470147846,Consumer Cyclical
NYV,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Asset Management,New York Stock Exchange,32965056,Financial Services
NZF,Nuveen Municipal Credit Income Fund,Nuveen Municipal Credit Income Fund,Asset Management,New York Stock Exchange,2001843386,Financial Services
O,Realty Income Corporation,Realty Income,REITs,New York Stock Exchange,20203666553,Real Estate
OAK,Oaktree Capital Group LLC Class A Units Representing Limited Liability Company Interests,Oaktree Capital LLC Units Representing Limited Liability Company Interests,Asset Management,New York Stock Exchange,6432378534,Financial Services
